"Order ID","Product Name","Category","Customer Name","Region","State","City","Sales Amount","Profit","Quantity","Order Date","Ship Date","Payment Mode"
"ORD-2017-01046","Monitor","Office Supplies","Customer 46","North","Maharashtra","Mumbai","52407","10992","4","2017-01-28","2017-02-02","Credit Card"
"ORD-2017-01047","Tablet","Furniture","Customer 47","East","Maharashtra","Mumbai","58264","153","1","2017-03-07","2017-03-08","Debit Card"
"ORD-2017-01048","Desk","Technology","Customer 48","West","Delhi","New Delhi","99486","4233","5","2017-06-09","2017-06-12","Debit Card"
"ORD-2017-01049","Keyboard","Furniture","Customer 49","East","Maharashtra","Mumbai","27517","3675","4","2017-05-22","2017-05-24","UPI"
"ORD-2017-01050","Projector","Technology","Customer 50","West","Maharashtra","Mumbai","30019","7587","4","2017-03-19","2017-03-22","Credit Card"
"ORD-2017-01051","Printer","Technology","Customer 51","East","Tamil Nadu","Tamil Nadu","25672","5976","3","2017-05-11","2017-05-15","Debit Card"
"ORD-2017-01052","Laptop","Furniture","Customer 52","West","West Bengal","Kolkata","19838","334","1","2017-02-27","2017-03-01","Cash"
"ORD-2017-01053","Keyboard","Office Supplies","Customer 53","West","Karnataka","Bengaluru","25859","5157","2","2017-04-17","2017-04-22","UPI"
"ORD-2017-01054","Tablet","Office Supplies","Customer 54","North","West Bengal","Kolkata","26840","2643","3","2017-01-28","2017-02-01","UPI"
"ORD-2017-01055","Tablet","Technology","Customer 55","West","West Bengal","Kolkata","66732","15960","4","2017-04-27","2017-04-29","Cash"
"ORD-2017-01056","Mouse","Office Supplies","Customer 56","East","Gujarat","Ahmedabad","21870","5801","2","2017-05-21","2017-05-25","Debit Card"
"ORD-2017-01057","Desk","Office Supplies","Customer 57","North","Kerala","Kochi","83182","7637","4","2017-05-14","2017-05-18","Credit Card"
"ORD-2017-01058","Printer","Furniture","Customer 58","South","Karnataka","Bengaluru","42986","8832","3","2017-03-11","2017-03-14","Credit Card"
"ORD-2017-01059","Keyboard","Technology","Customer 59","West","Maharashtra","Mumbai","10653","1821","1","2017-06-28","2017-06-30","Credit Card"
"ORD-2017-01060","Laptop","Office Supplies","Customer 60","West","Tamil Nadu","Tamil Nadu","75722","23739","4","2017-04-18","2017-04-22","Debit Card"
"ORD-2017-01061","Projector","Furniture","Customer 61","West","Karnataka","Bengaluru","73491","19113","2","2017-04-10","2017-04-14","Cash"
"ORD-2017-01062","Keyboard","Furniture","Customer 62","West","Karnataka","Bengaluru","54696","6096","5","2017-05-05","2017-05-06","Net Banking"
"ORD-2017-01063","Laptop","Electronics","Customer 63","West","Karnataka","Bengaluru","78454","20680","5","2017-01-07","2017-01-11","Credit Card"
"ORD-2017-01064","Mobile Phone","Office Supplies","Customer 64","East","Delhi","New Delhi","45833","4708","3","2017-01-13","2017-01-16","Debit Card"
"ORD-2017-01065","Laptop","Electronics","Customer 65","East","Karnataka","Bengaluru","12651","1797","1","2017-04-18","2017-04-21","UPI"
"ORD-2017-01066","Laptop","Furniture","Customer 66","South","Karnataka","Bengaluru","25809","6359","5","2017-01-08","2017-01-10","UPI"
"ORD-2017-01067","Monitor","Furniture","Customer 67","North","Gujarat","Ahmedabad","65205","7960","1","2017-05-25","2017-05-27","Debit Card"
"ORD-2017-01068","Projector","Office Supplies","Customer 68","West","Kerala","Kochi","3947","710","2","2017-01-28","2017-02-02","UPI"
"ORD-2017-01069","Projector","Electronics","Customer 69","North","Delhi","New Delhi","16239","2537","6","2017-06-01","2017-06-03","Cash"
"ORD-2017-01070","Monitor","Electronics","Customer 70","West","Gujarat","Ahmedabad","11355","2198","3","2017-06-19","2017-06-22","UPI"
"ORD-2017-01071","Office Chair","Office Supplies","Customer 71","South","Kerala","Kochi","82313","15726","5","2017-04-21","2017-04-24","Debit Card"
"ORD-2017-01072","Keyboard","Technology","Customer 72","East","Gujarat","Ahmedabad","72815","16284","3","2017-06-07","2017-06-12","UPI"
"ORD-2017-01073","Projector","Office Supplies","Customer 73","East","Tamil Nadu","Tamil Nadu","31391","8385","3","2017-03-13","2017-03-17","Debit Card"
"ORD-2017-01074","Desk","Technology","Customer 74","East","West Bengal","Kolkata","29520","6577","3","2017-02-16","2017-02-20","Net Banking"
"ORD-2017-01075","Mobile Phone","Office Supplies","Customer 75","West","West Bengal","Kolkata","23547","690","3","2017-01-03","2017-01-08","Cash"
"ORD-2017-01076","Printer","Technology","Customer 76","South","Maharashtra","Mumbai","67579","590","1","2017-06-15","2017-06-19","Debit Card"
"ORD-2017-01077","Tablet","Technology","Customer 77","West","Kerala","Kochi","55843","7161","5","2017-06-19","2017-06-24","Debit Card"
"ORD-2017-01078","Desk","Furniture","Customer 78","North","Kerala","Kochi","37502","4800","3","2017-04-01","2017-04-05","Debit Card"
"ORD-2017-01079","Mobile Phone","Office Supplies","Customer 79","East","Kerala","Kochi","22847","1605","4","2017-01-28","2017-02-02","Net Banking"
"ORD-2017-01080","Desk","Furniture","Customer 80","East","Karnataka","Bengaluru","15279","1668","3","2017-06-02","2017-06-05","UPI"
"ORD-2017-01081","Laptop","Technology","Customer 81","South","Kerala","Kochi","40820","855","5","2017-05-17","2017-05-19","UPI"
"ORD-2017-01082","Mouse","Office Supplies","Customer 82","East","Karnataka","Bengaluru","34602","8079","1","2017-01-04","2017-01-09","Debit Card"
"ORD-2017-01083","Mouse","Electronics","Customer 83","North","Karnataka","Bengaluru","10564","1849","2","2017-05-03","2017-05-04","Net Banking"
"ORD-2017-01084","Tablet","Office Supplies","Customer 84","South","Gujarat","Ahmedabad","31931","2218","6","2017-03-19","2017-03-20","Cash"
"ORD-2017-01085","Keyboard","Technology","Customer 85","North","West Bengal","Kolkata","43094","10835","1","2017-04-26","2017-04-30","Credit Card"
"ORD-2017-01086","Office Chair","Furniture","Customer 86","South","West Bengal","Kolkata","38463","1232","1","2017-06-10","2017-06-12","Credit Card"
"ORD-2017-01087","Desk","Electronics","Customer 87","South","Delhi","New Delhi","59951","13743","4","2017-01-01","2017-01-05","Cash"
"ORD-2017-01088","Projector","Furniture","Customer 88","West","Tamil Nadu","Tamil Nadu","33938","9428","4","2017-01-19","2017-01-21","Credit Card"
"ORD-2017-01089","Printer","Electronics","Customer 89","South","Gujarat","Ahmedabad","40514","2277","3","2017-06-15","2017-06-17","Net Banking"
"ORD-2017-01090","Mouse","Technology","Customer 90","West","Delhi","New Delhi","64686","4015","6","2017-05-26","2017-05-29","Net Banking"
"ORD-2017-01091","Laptop","Office Supplies","Customer 91","East","West Bengal","Kolkata","11548","2516","2","2017-05-07","2017-05-11","UPI"
"ORD-2017-01092","Projector","Electronics","Customer 92","East","West Bengal","Kolkata","89237","19176","1","2017-01-24","2017-01-26","Credit Card"
"ORD-2017-01093","Desk","Furniture","Customer 93","West","Kerala","Kochi","90930","15131","5","2017-05-01","2017-05-06","UPI"
"ORD-2017-01094","Monitor","Electronics","Customer 94","South","Delhi","New Delhi","60226","5905","3","2017-05-01","2017-05-04","Cash"
"ORD-2017-01095","Mouse","Electronics","Customer 95","East","Delhi","New Delhi","76867","1415","3","2017-03-15","2017-03-19","UPI"
"ORD-2017-01096","Tablet","Office Supplies","Customer 96","West","Tamil Nadu","Tamil Nadu","1200","298","3","2017-04-14","2017-04-19","Net Banking"
"ORD-2017-01097","Laptop","Furniture","Customer 97","East","West Bengal","Kolkata","68142","12567","1","2017-04-03","2017-04-08","Debit Card"
"ORD-2017-01098","Projector","Furniture","Customer 98","South","Delhi","New Delhi","17375","298","5","2017-04-23","2017-04-27","UPI"
"ORD-2017-01099","Printer","Office Supplies","Customer 99","North","Kerala","Kochi","13222","930","3","2017-05-22","2017-05-26","Cash"
"ORD-2017-01100","Mouse","Office Supplies","Customer 100","South","Maharashtra","Mumbai","35081","6471","4","2017-03-16","2017-03-21","Credit Card"
"ORD-2017-01101","Office Chair","Electronics","Customer 101","East","Gujarat","Ahmedabad","85771","16116","4","2017-04-09","2017-04-11","Debit Card"
"ORD-2017-01102","Desk","Office Supplies","Customer 102","South","Maharashtra","Mumbai","1337","241","6","2017-05-10","2017-05-13","Cash"
"ORD-2017-01103","Keyboard","Office Supplies","Customer 103","East","Gujarat","Ahmedabad","69842","18122","1","2017-03-28","2017-03-31","Credit Card"
"ORD-2017-01104","Laptop","Technology","Customer 104","West","Kerala","Kochi","34920","7083","4","2017-05-27","2017-05-31","Cash"
"ORD-2017-01105","Office Chair","Technology","Customer 105","North","Gujarat","Ahmedabad","74569","1395","5","2017-06-19","2017-06-21","UPI"
"ORD-2017-01106","Office Chair","Office Supplies","Customer 106","South","Tamil Nadu","Tamil Nadu","3012","912","3","2017-05-15","2017-05-19","Debit Card"
"ORD-2017-01107","Printer","Technology","Customer 107","West","Delhi","New Delhi","55832","11952","4","2017-03-28","2017-04-02","Net Banking"
"ORD-2017-01108","Desk","Furniture","Customer 108","North","Maharashtra","Mumbai","9483","914","2","2017-01-10","2017-01-15","UPI"
"ORD-2017-01109","Laptop","Technology","Customer 109","North","Delhi","New Delhi","43393","509","2","2017-04-24","2017-04-26","Debit Card"
"ORD-2017-01110","Keyboard","Furniture","Customer 110","South","Karnataka","Bengaluru","33905","8026","1","2017-04-21","2017-04-23","Net Banking"
"ORD-2017-01111","Projector","Furniture","Customer 111","South","Maharashtra","Mumbai","33452","7732","4","2017-04-08","2017-04-13","Cash"
"ORD-2017-01112","Tablet","Furniture","Customer 112","North","Maharashtra","Mumbai","62099","9162","2","2017-03-07","2017-03-08","Net Banking"
"ORD-2017-01113","Desk","Furniture","Customer 113","West","Gujarat","Ahmedabad","33844","7485","4","2017-03-18","2017-03-22","UPI"
"ORD-2017-01114","Projector","Technology","Customer 114","East","Tamil Nadu","Tamil Nadu","79875","12005","5","2017-03-02","2017-03-06","Debit Card"
"ORD-2017-01115","Desk","Furniture","Customer 115","East","Karnataka","Bengaluru","7066","2213","1","2017-01-03","2017-01-08","Net Banking"
"ORD-2017-01116","Laptop","Technology","Customer 116","West","Tamil Nadu","Tamil Nadu","87637","3487","5","2017-03-06","2017-03-08","Debit Card"
"ORD-2017-01117","Keyboard","Furniture","Customer 117","South","Karnataka","Bengaluru","38751","5927","6","2017-02-03","2017-02-04","Debit Card"
"ORD-2017-01118","Desk","Office Supplies","Customer 118","East","Kerala","Kochi","36735","3109","2","2017-05-16","2017-05-21","UPI"
"ORD-2017-01119","Keyboard","Technology","Customer 119","North","Gujarat","Ahmedabad","20967","1679","4","2017-04-28","2017-04-29","UPI"
"ORD-2017-01120","Monitor","Technology","Customer 120","West","Gujarat","Ahmedabad","18085","3392","4","2017-03-09","2017-03-14","UPI"
"ORD-2017-01121","Projector","Technology","Customer 121","South","Kerala","Kochi","71033","839","1","2017-06-22","2017-06-24","Cash"
"ORD-2017-01122","Printer","Furniture","Customer 122","North","Tamil Nadu","Tamil Nadu","92795","12628","3","2017-06-28","2017-07-01","Cash"
"ORD-2017-01123","Office Chair","Office Supplies","Customer 123","West","Delhi","New Delhi","28731","8568","6","2017-01-28","2017-01-29","Cash"
"ORD-2017-01124","Mouse","Office Supplies","Customer 124","East","Tamil Nadu","Tamil Nadu","55401","3300","2","2017-05-28","2017-05-30","Credit Card"
"ORD-2017-01125","Printer","Technology","Customer 125","East","Tamil Nadu","Tamil Nadu","34441","6115","4","2017-04-24","2017-04-28","Debit Card"
"ORD-2017-01126","Mobile Phone","Electronics","Customer 126","North","Gujarat","Ahmedabad","62112","3218","4","2017-02-18","2017-02-19","Credit Card"
"ORD-2017-01127","Tablet","Furniture","Customer 127","South","Gujarat","Ahmedabad","27243","1300","1","2017-02-02","2017-02-07","Debit Card"
"ORD-2017-01128","Office Chair","Furniture","Customer 128","East","Gujarat","Ahmedabad","1339","262","2","2017-02-07","2017-02-12","UPI"
"ORD-2017-01129","Monitor","Furniture","Customer 129","East","Tamil Nadu","Tamil Nadu","19697","246","3","2017-06-19","2017-06-20","Debit Card"
"ORD-2017-01130","Printer","Office Supplies","Customer 130","West","Gujarat","Ahmedabad","50795","3295","2","2017-01-14","2017-01-16","Net Banking"
"ORD-2017-01131","Mobile Phone","Electronics","Customer 131","East","Maharashtra","Mumbai","68147","14728","1","2017-06-01","2017-06-02","UPI"
"ORD-2017-01132","Mouse","Office Supplies","Customer 132","North","Tamil Nadu","Tamil Nadu","56895","3316","4","2017-05-03","2017-05-07","Net Banking"
"ORD-2017-01133","Projector","Technology","Customer 133","West","West Bengal","Kolkata","17978","2204","4","2017-02-07","2017-02-08","Debit Card"
"ORD-2017-01134","Printer","Electronics","Customer 134","South","Maharashtra","Mumbai","86626","13655","4","2017-04-27","2017-05-02","Credit Card"
"ORD-2017-01135","Keyboard","Electronics","Customer 135","East","Maharashtra","Mumbai","65159","12993","4","2017-04-16","2017-04-19","Debit Card"
"ORD-2017-01136","Printer","Electronics","Customer 136","North","Maharashtra","Mumbai","68093","2327","1","2017-04-06","2017-04-08","Debit Card"
"ORD-2017-01137","Tablet","Technology","Customer 137","North","Maharashtra","Mumbai","9082","2595","3","2017-02-03","2017-02-08","Cash"
"ORD-2017-01138","Monitor","Electronics","Customer 138","South","Karnataka","Bengaluru","79568","10980","5","2017-01-14","2017-01-17","Credit Card"
"ORD-2017-01139","Printer","Technology","Customer 139","South","Gujarat","Ahmedabad","73791","13203","3","2017-01-28","2017-01-31","Net Banking"
"ORD-2017-01140","Tablet","Electronics","Customer 140","East","Tamil Nadu","Tamil Nadu","101205","23533","2","2017-06-09","2017-06-14","Debit Card"
"ORD-2017-01141","Laptop","Furniture","Customer 141","South","West Bengal","Kolkata","49084","5042","5","2017-06-28","2017-07-01","UPI"
"ORD-2017-01142","Tablet","Furniture","Customer 142","West","Maharashtra","Mumbai","12721","2799","3","2017-02-06","2017-02-07","Debit Card"
"ORD-2017-01143","Monitor","Electronics","Customer 143","North","Karnataka","Bengaluru","42890","10871","2","2017-02-10","2017-02-13","Net Banking"
"ORD-2017-01144","Keyboard","Office Supplies","Customer 144","West","Maharashtra","Mumbai","33153","6894","4","2017-01-13","2017-01-14","Credit Card"
"ORD-2017-01145","Printer","Technology","Customer 145","West","West Bengal","Kolkata","51079","6871","2","2017-05-12","2017-05-13","UPI"
"ORD-2017-01146","Laptop","Furniture","Customer 146","East","Karnataka","Bengaluru","77692","1870","2","2017-02-26","2017-03-02","Debit Card"
"ORD-2017-01147","Mouse","Office Supplies","Customer 147","South","Karnataka","Bengaluru","15928","165","5","2017-03-16","2017-03-19","Net Banking"
"ORD-2017-01148","Monitor","Electronics","Customer 148","West","Gujarat","Ahmedabad","75301","19090","1","2017-06-28","2017-06-30","Cash"
"ORD-2017-01149","Projector","Office Supplies","Customer 149","West","Kerala","Kochi","10132","1468","4","2017-01-05","2017-01-09","Debit Card"
"ORD-2017-01150","Monitor","Furniture","Customer 150","West","Gujarat","Ahmedabad","3551","1184","4","2017-01-28","2017-02-01","UPI"
"ORD-2017-01151","Projector","Office Supplies","Customer 151","North","Maharashtra","Mumbai","32113","8050","2","2017-04-22","2017-04-23","Debit Card"
"ORD-2017-01152","Tablet","Electronics","Customer 152","South","Gujarat","Ahmedabad","23612","625","3","2017-02-26","2017-03-01","Debit Card"
"ORD-2017-01153","Office Chair","Technology","Customer 153","South","Karnataka","Bengaluru","36161","1582","6","2017-06-15","2017-06-17","Credit Card"
"ORD-2017-01154","Mouse","Office Supplies","Customer 154","West","Kerala","Kochi","24810","5864","4","2017-06-17","2017-06-18","Net Banking"
"ORD-2017-01155","Printer","Office Supplies","Customer 155","West","Kerala","Kochi","19795","3468","3","2017-03-24","2017-03-27","Debit Card"
"ORD-2017-01156","Printer","Technology","Customer 156","West","Maharashtra","Mumbai","53310","8092","2","2017-06-01","2017-06-02","UPI"
"ORD-2017-01157","Printer","Office Supplies","Customer 157","West","West Bengal","Kolkata","10795","2704","4","2017-04-05","2017-04-08","UPI"
"ORD-2017-01158","Monitor","Office Supplies","Customer 158","South","Tamil Nadu","Tamil Nadu","84393","6343","4","2017-04-26","2017-05-01","UPI"
"ORD-2017-01159","Laptop","Furniture","Customer 159","West","Maharashtra","Mumbai","67260","5967","6","2017-03-28","2017-03-29","Net Banking"
"ORD-2017-01160","Desk","Office Supplies","Customer 160","West","Gujarat","Ahmedabad","49886","6594","2","2017-06-06","2017-06-08","Net Banking"
"ORD-2017-01161","Printer","Office Supplies","Customer 161","East","Delhi","New Delhi","8716","1576","5","2017-01-14","2017-01-17","Credit Card"
"ORD-2017-01162","Office Chair","Technology","Customer 162","East","Kerala","Kochi","81365","24296","5","2017-03-27","2017-03-28","Credit Card"
"ORD-2017-01163","Keyboard","Technology","Customer 163","South","Kerala","Kochi","47030","7977","4","2017-06-02","2017-06-03","UPI"
"ORD-2017-01164","Laptop","Technology","Customer 164","East","Karnataka","Bengaluru","76521","10602","2","2017-06-15","2017-06-19","Debit Card"
"ORD-2017-01165","Office Chair","Electronics","Customer 165","East","Gujarat","Ahmedabad","33904","2146","2","2017-05-05","2017-05-07","Net Banking"
"ORD-2017-01166","Monitor","Furniture","Customer 166","West","Karnataka","Bengaluru","6259","1363","1","2017-05-19","2017-05-24","Credit Card"
"ORD-2017-01167","Mouse","Electronics","Customer 167","West","Delhi","New Delhi","25674","5778","2","2017-06-27","2017-07-02","Cash"
"ORD-2017-01168","Tablet","Furniture","Customer 168","East","Gujarat","Ahmedabad","64497","7666","5","2017-06-06","2017-06-09","Credit Card"
"ORD-2017-01169","Desk","Office Supplies","Customer 169","West","Karnataka","Bengaluru","57360","15411","1","2017-04-05","2017-04-10","Net Banking"
"ORD-2017-01170","Monitor","Electronics","Customer 170","North","Delhi","New Delhi","8035","2145","1","2017-02-05","2017-02-08","Credit Card"
"ORD-2017-01171","Keyboard","Electronics","Customer 171","South","Gujarat","Ahmedabad","71803","5234","5","2017-03-11","2017-03-15","Debit Card"
"ORD-2017-01172","Tablet","Technology","Customer 172","South","Maharashtra","Mumbai","7967","1873","1","2017-01-07","2017-01-11","Debit Card"
"ORD-2017-01173","Monitor","Furniture","Customer 173","South","Tamil Nadu","Tamil Nadu","41769","1916","3","2017-02-27","2017-02-28","Cash"
"ORD-2017-01174","Projector","Electronics","Customer 174","North","Tamil Nadu","Tamil Nadu","70683","12753","4","2017-06-28","2017-06-30","Credit Card"
"ORD-2017-01175","Keyboard","Electronics","Customer 175","East","Karnataka","Bengaluru","82823","15424","2","2017-02-08","2017-02-13","UPI"
"ORD-2017-01176","Printer","Electronics","Customer 176","West","West Bengal","Kolkata","55937","13748","5","2017-01-13","2017-01-15","UPI"
"ORD-2017-01177","Office Chair","Technology","Customer 177","West","Tamil Nadu","Tamil Nadu","86389","7520","6","2017-06-11","2017-06-16","Debit Card"
"ORD-2017-01178","Printer","Technology","Customer 178","North","West Bengal","Kolkata","58463","5999","4","2017-03-03","2017-03-08","Net Banking"
"ORD-2017-01179","Mouse","Electronics","Customer 179","West","Delhi","New Delhi","4048","492","3","2017-05-10","2017-05-15","UPI"
"ORD-2017-01180","Printer","Technology","Customer 180","South","Tamil Nadu","Tamil Nadu","49798","4099","4","2017-04-02","2017-04-03","Net Banking"
"ORD-2017-01181","Office Chair","Furniture","Customer 181","North","Kerala","Kochi","62017","16365","3","2017-03-28","2017-03-30","UPI"
"ORD-2017-01182","Mobile Phone","Electronics","Customer 182","East","Delhi","New Delhi","7088","1827","5","2017-03-17","2017-03-19","Cash"
"ORD-2017-01183","Mobile Phone","Technology","Customer 183","East","Gujarat","Ahmedabad","37780","760","2","2017-05-20","2017-05-24","Debit Card"
"ORD-2017-01184","Keyboard","Office Supplies","Customer 184","West","Delhi","New Delhi","46888","8074","1","2017-03-11","2017-03-12","Cash"
"ORD-2017-01185","Tablet","Technology","Customer 185","North","Kerala","Kochi","55594","11342","4","2017-06-27","2017-07-01","UPI"
"ORD-2017-01186","Desk","Technology","Customer 186","North","Tamil Nadu","Tamil Nadu","26576","4051","4","2017-04-21","2017-04-26","Debit Card"
"ORD-2017-01187","Keyboard","Furniture","Customer 187","West","Delhi","New Delhi","80138","21534","3","2017-03-20","2017-03-24","UPI"
"ORD-2017-01188","Laptop","Electronics","Customer 188","West","Delhi","New Delhi","62536","8522","5","2017-04-01","2017-04-06","Credit Card"
"ORD-2017-01189","Mouse","Electronics","Customer 189","South","Tamil Nadu","Tamil Nadu","80505","21469","3","2017-01-08","2017-01-10","Debit Card"
"ORD-2017-01190","Projector","Furniture","Customer 190","West","Delhi","New Delhi","77399","1146","2","2017-04-03","2017-04-07","Cash"
"ORD-2017-01191","Monitor","Office Supplies","Customer 191","East","Kerala","Kochi","17222","4490","3","2017-01-20","2017-01-25","Credit Card"
"ORD-2017-01192","Tablet","Office Supplies","Customer 192","North","Delhi","New Delhi","22953","4343","4","2017-01-28","2017-01-29","Cash"
"ORD-2017-01193","Mouse","Furniture","Customer 193","North","Karnataka","Bengaluru","37532","12183","1","2017-02-24","2017-03-01","Cash"
"ORD-2017-01194","Monitor","Technology","Customer 194","North","West Bengal","Kolkata","12818","3717","5","2017-02-14","2017-02-18","Debit Card"
"ORD-2017-01195","Monitor","Furniture","Customer 195","North","Karnataka","Bengaluru","84745","6455","3","2017-03-18","2017-03-20","Credit Card"
"ORD-2017-01196","Projector","Technology","Customer 196","West","Gujarat","Ahmedabad","53356","7908","4","2017-05-07","2017-05-08","Credit Card"
"ORD-2017-01197","Keyboard","Office Supplies","Customer 197","West","Gujarat","Ahmedabad","9852","1211","4","2017-06-06","2017-06-07","Net Banking"
"ORD-2017-01198","Printer","Office Supplies","Customer 198","West","Kerala","Kochi","38477","9687","6","2017-01-19","2017-01-21","Debit Card"
"ORD-2017-01199","Office Chair","Furniture","Customer 199","West","West Bengal","Kolkata","82873","18138","1","2017-02-02","2017-02-07","UPI"
"ORD-2017-01200","Office Chair","Technology","Customer 200","South","Delhi","New Delhi","45136","2690","5","2017-05-13","2017-05-15","Debit Card"
"ORD-2017-01201","Tablet","Technology","Customer 201","South","Kerala","Kochi","26686","5233","4","2017-01-21","2017-01-24","Net Banking"
"ORD-2017-01202","Projector","Furniture","Customer 202","South","Kerala","Kochi","70384","5693","4","2017-05-17","2017-05-18","Net Banking"
"ORD-2017-01203","Laptop","Electronics","Customer 203","North","Kerala","Kochi","6729","1856","5","2017-03-28","2017-04-02","Debit Card"
"ORD-2017-01204","Projector","Electronics","Customer 204","West","Kerala","Kochi","85958","14604","6","2017-06-16","2017-06-18","Debit Card"
"ORD-2017-01205","Keyboard","Technology","Customer 205","West","Tamil Nadu","Tamil Nadu","72733","8832","1","2017-06-14","2017-06-17","Credit Card"
"ORD-2017-01206","Mobile Phone","Technology","Customer 206","South","Delhi","New Delhi","69503","17037","3","2017-04-23","2017-04-27","Debit Card"
"ORD-2017-01207","Tablet","Electronics","Customer 207","East","Karnataka","Bengaluru","53436","7357","5","2017-04-13","2017-04-15","UPI"
"ORD-2017-01208","Printer","Electronics","Customer 208","East","Maharashtra","Mumbai","35220","2135","4","2017-03-10","2017-03-14","Cash"
"ORD-2017-01209","Monitor","Furniture","Customer 209","South","Maharashtra","Mumbai","44000","8721","5","2017-03-05","2017-03-07","Cash"
"ORD-2017-01210","Printer","Office Supplies","Customer 210","West","Karnataka","Bengaluru","66217","805","3","2017-05-08","2017-05-11","Net Banking"
"ORD-2017-01211","Mouse","Office Supplies","Customer 211","East","West Bengal","Kolkata","7444","1204","1","2017-04-01","2017-04-02","UPI"
"ORD-2017-01212","Keyboard","Technology","Customer 212","North","Maharashtra","Mumbai","38448","6013","1","2017-04-21","2017-04-23","Net Banking"
"ORD-2017-01213","Desk","Electronics","Customer 213","West","West Bengal","Kolkata","53591","9274","5","2017-05-24","2017-05-26","Net Banking"
"ORD-2017-01214","Office Chair","Electronics","Customer 214","West","Delhi","New Delhi","85266","4141","2","2017-03-13","2017-03-18","Net Banking"
"ORD-2017-01215","Tablet","Office Supplies","Customer 215","North","Tamil Nadu","Tamil Nadu","26449","5348","1","2017-04-04","2017-04-06","Credit Card"
"ORD-2017-01216","Office Chair","Furniture","Customer 216","East","West Bengal","Kolkata","69200","16388","4","2017-03-27","2017-03-31","Credit Card"
"ORD-2017-01217","Monitor","Office Supplies","Customer 217","East","Maharashtra","Mumbai","39270","10930","1","2017-04-11","2017-04-16","Debit Card"
"ORD-2017-01218","Laptop","Office Supplies","Customer 218","East","Kerala","Kochi","52944","8773","5","2017-03-26","2017-03-27","Net Banking"
"ORD-2017-01219","Office Chair","Office Supplies","Customer 219","South","Gujarat","Ahmedabad","71924","14049","3","2017-02-28","2017-03-01","UPI"
"ORD-2017-01220","Mouse","Technology","Customer 220","West","Karnataka","Bengaluru","28726","233","3","2017-05-27","2017-05-28","Credit Card"
"ORD-2017-01221","Laptop","Furniture","Customer 221","South","West Bengal","Kolkata","83354","14571","3","2017-04-16","2017-04-21","Cash"
"ORD-2017-01222","Mouse","Technology","Customer 222","East","Kerala","Kochi","46530","2825","4","2017-05-15","2017-05-19","Net Banking"
"ORD-2017-01223","Tablet","Technology","Customer 223","South","Delhi","New Delhi","36795","4610","2","2017-05-04","2017-05-06","Credit Card"
"ORD-2017-01224","Monitor","Technology","Customer 224","East","Tamil Nadu","Tamil Nadu","48136","8057","5","2017-06-26","2017-06-30","Net Banking"
"ORD-2017-01225","Office Chair","Technology","Customer 225","North","Delhi","New Delhi","49846","13238","2","2017-04-08","2017-04-12","Debit Card"
"ORD-2017-01226","Mobile Phone","Technology","Customer 226","East","Karnataka","Bengaluru","68772","7553","1","2017-04-24","2017-04-27","Net Banking"
"ORD-2017-01227","Tablet","Furniture","Customer 227","South","Tamil Nadu","Tamil Nadu","34500","1012","1","2017-05-28","2017-05-30","Cash"
"ORD-2017-01228","Laptop","Furniture","Customer 228","West","Kerala","Kochi","14205","1364","5","2017-03-26","2017-03-30","Cash"
"ORD-2017-01229","Desk","Electronics","Customer 229","North","Kerala","Kochi","43718","4621","4","2017-06-16","2017-06-18","Credit Card"
"ORD-2017-01230","Office Chair","Electronics","Customer 230","West","Gujarat","Ahmedabad","26451","3124","4","2017-05-17","2017-05-18","Credit Card"
"ORD-2017-01231","Projector","Electronics","Customer 231","East","Delhi","New Delhi","2328","369","5","2017-03-16","2017-03-17","Net Banking"
"ORD-2017-01232","Mouse","Technology","Customer 232","South","Gujarat","Ahmedabad","20533","3963","1","2017-05-15","2017-05-19","Debit Card"
"ORD-2017-01233","Office Chair","Electronics","Customer 233","East","Gujarat","Ahmedabad","88117","8205","3","2017-02-11","2017-02-15","Net Banking"
"ORD-2017-01234","Keyboard","Office Supplies","Customer 234","East","Tamil Nadu","Tamil Nadu","24589","5037","5","2017-06-22","2017-06-24","UPI"
"ORD-2017-01235","Mobile Phone","Electronics","Customer 235","East","Maharashtra","Mumbai","65166","10832","1","2017-02-17","2017-02-19","Cash"
"ORD-2017-01236","Projector","Electronics","Customer 236","East","Kerala","Kochi","42666","10000","3","2017-03-10","2017-03-13","Credit Card"
"ORD-2017-01237","Office Chair","Office Supplies","Customer 237","East","Kerala","Kochi","56061","10784","2","2017-01-16","2017-01-17","Debit Card"
"ORD-2017-01238","Office Chair","Office Supplies","Customer 238","South","Maharashtra","Mumbai","29239","4012","4","2017-04-05","2017-04-10","Debit Card"
"ORD-2017-01239","Mobile Phone","Furniture","Customer 239","North","West Bengal","Kolkata","64418","19701","4","2017-04-17","2017-04-22","Net Banking"
"ORD-2017-01240","Printer","Electronics","Customer 240","South","West Bengal","Kolkata","12711","2077","6","2017-06-28","2017-07-01","Credit Card"
"ORD-2017-01241","Printer","Furniture","Customer 241","West","Tamil Nadu","Tamil Nadu","67583","12927","4","2017-02-12","2017-02-15","Cash"
"ORD-2017-01242","Keyboard","Office Supplies","Customer 242","North","West Bengal","Kolkata","16542","3924","4","2017-01-15","2017-01-19","Debit Card"
